copied_text,timestamp,speaker,words,tags
27:56,27:56,Jamie Hill," I bought a copy of it, and if it was solidly rented out the entire time it was on new release like it was the day it would come back in i'd have to call somebody and say okay it's here.",
28:07,28:07,Jamie Hill," And it'd be gone by the end of the day and I ended up buying extra copies of it, and it was everybody was like well, I was gonna see that the kenworthy but I missed that one day, and here I am.",
28:19,28:19,Beau Newsome, yeah I love that movie haida was one of my favorites.,
28:22,28:22,Jamie Hill, So good yeah.,
28:24,28:24,Beau Newsome, Very good.,
28:25,28:25,Beau Newsome, Speaking of.,
28:28,28:28,Beau Newsome, You know people clamoring for IDA.,
28:33,28:33,Beau Newsome, Like.,
28:34,28:34,Beau Newsome, The ui would always their classes would send their students to us.,
28:41,28:41,Beau Newsome," To get a movie but they wouldn't, let us know that.",
28:45,28:45,Beau Newsome, hey you might have like 3040 kids look.,
28:48,28:48,Jamie Hill, All coming.,
28:48,28:48,Jamie Hill, For one movie that you have a copy of.,
28:51,28:51,Beau Newsome, Right yeah so.,
28:52,28:52,yeah.,,
28:54,28:54,Beau Newsome, trying to get in with the with the professors and be like hey if you want to give me a list of what you're what you're doing.,
28:59,28:59,Jamie Hill, So in my time as manager that was I already had that in.,
29:04,29:04,Jamie Hill," From the kenworthy, and so I know like then James.",
29:07,29:07,Jamie Hill, came to me and said here's my syllabus how many of these are in the store and do you have multiple copies of that.,
29:15,29:15,Jamie Hill," And so I think there were two solid semesters that I got the syllabus or even finalized it and was like oh look you're going to be sending these students like, of course, will die and copy and make sure we've got you know, two of each of them at least.",
29:28,29:28,Beau Newsome, yeah yeah.,
29:29,29:29,Jamie Hill," Then, when they all show up the week before dead week.",
29:32,29:32,Jamie Hill, Two of them can get it.,
29:33,29:33,Beau Newsome, Right or bets feast or something like that which.,
29:37,29:37,Beau Newsome, will be constantly on reserve just over and over and over.,
29:40,29:40,Jamie Hill, yeah and sometimes to the same people over and over and over.,
29:44,29:44,Beau Newsome, yeah are there be the one student to just hold on to it.,
29:48,29:48,Beau Newsome," Yes, and then.",
29:49,29:49,Jamie Hill, never returned somebody comes in they're like well i'm in this class and you're like well contact this kid.,
29:55,29:55,Beau Newsome, it's like I wish we could give out like well here's this kid's phone number go ahead and call.,
30:01,30:01,Beau Newsome," But yeah Ben James I remember, was it was really helpful to you do that.",
30:06,30:06,"rob case, let.",,
30:09,30:09,Jamie Hill, me do the same.,
30:11,30:11,Beau Newsome, Remember rob kingsley did a mamet it might have been a class or playwriting.,
30:17,30:17,Jamie Hill, Class yeah.,
30:19,30:19,Beau Newsome," But he just gave me a list, and I was like okay.",
30:22,30:22,Beau Newsome, Try and suck up on on mamet movies so.,
30:25,30:25,yeah.,,
30:27,30:27,Beau Newsome, that's cool.,
30:29,30:29,Beau Newsome, box office mojo was one.,
30:31,30:31,Jamie Hill," You said you want to yeah that's the website and it's it's basically like that inner theater like movie theater version of imdb so it's got all the stuff that you want to know business wise about how the movies did, and none of the like fun trivia stuff.",
30:47,30:47,Beau Newsome, Oh right okay.,
30:50,30:50,Beau Newsome, So let's get some cons.,
30:53,30:53,Beau Newsome," about managing the video store, I know I have lines.",
30:56,30:56,Jamie Hill, yeah I love them.,
30:59,30:59,Jamie Hill," I think, for me, the biggest thing was I wanted so much to grow, the store and to try new marketing avenues and try new outreach and make sure that.",
31:10,31:10,Jamie Hill," Especially students that people who are constantly coming in and out I wanted people to know about the store and, but I also wanted to hit up you know people who've lived in Moscow for 30 years have you been into the store and.",
31:23,31:23,Jamie Hill," I just I had a lot of resistance from some of the owners at the time, like they just they didn't want me to be putting time into energy into that and.",
31:32,31:32,Jamie Hill," They wanted me to just be focused on like your is your weekly tasks don't do anything else, and as a creative person and as a marketing person that was really hard for me because.",
31:44,31:44,Jamie Hill, It was all out of a place that I just want the store to do really well and I already have the skill set right like you were saying with Facebook like that wasn't your thing.,
31:53,31:53,Jamie Hill, But I I run dozens of Facebook pages for other people as a part time gig so that was easy enough for me to do and it wasn't going to take.,
32:04,32:04,Jamie Hill," You know me posting on Facebook would take half an hour of my week versus you it might have taken like three until you got used to it, and so, even if I had a solid plan of like here's how much time i'm going to do here's how much money it won't cost, and I was just told know consistently.",
32:22,32:22,Jamie Hill, yeah and I think that was the biggest.,
32:26,32:26,Jamie Hill," The biggest struggle, I know I had a really good job at about that, one day, and was like listen we both want us to do well right, this is your investment, how can we meet in the middle and she was like can you buy the store.",
32:40,32:40,Jamie Hill, And like what what are other options we brainstormed a lot about you know I didn't have the money to buy the store that wasn't really a feasible option.,
32:49,32:49,Jamie Hill," And so it was like Okay, how do we work with what we have, and I think and that's really where it started with the Co op process and.",
33:00,33:00,Jamie Hill, is one of those those private conversations with us.,
33:05,33:05,Beau Newsome, Oh really okay.,
33:07,33:07,Jamie Hill," yeah I mean, I know, like I know moni can already been like really focused on how to save the store for sure, and like was trying to do fundraisers and stuff like that, but I think.",
33:17,33:17,Jamie Hill, It was it was kind of a.,
33:20,33:20,Jamie Hill," Multiple meetings of mines like only coming from this angle and me, coming from the same goal and pack coming from the same ball together just kind of merged together all it at the right timing.",
33:31,33:31,Beau Newsome," yeah and we, you know that.",
33:34,33:34,Beau Newsome," was discussed, too, and it was.",
33:37,33:37,Beau Newsome," You know, and then on top of all this, trying to figure out what to do with the story, it was like it's a dying industry and everybody just kept hammering that in you.",
33:45,33:45,Jamie Hill, Right.,
33:46,33:46,Beau Newsome, To dying industry it's a dying industry.,
33:48,33:48,Jamie Hill, Right.,
33:48,33:48,Jamie Hill," So, then, I was like at the meantime working in a building that's 100 years old going but look what we're doing.",
33:55,33:55,Beau Newsome, yeah.,
33:56,33:56,Jamie Hill, So yeah that was definitely a con to people who thought that it was an impossible business model when.,
34:04,34:04,Jamie Hill," If it managed correctly, I think that the business model succeeded, for a number of years.",
34:10,34:10,Beau Newsome," I think, so too, and one thing I know that.",
34:13,34:13,Beau Newsome, would have been.,
34:15,34:15,Beau Newsome," Incredibly helpful was the online presence at the very least, have somebody could get on our website, we didn't have a website and just at least look at our titles that we had.",
34:28,34:28,Jamie Hill," I think that would have right that was another yeah cost that I I looked into like just having a basically a static website wasn't getting updated it just had contact information, so we were Google of all and I was very well received.",
34:43,34:43,Beau Newsome, yeah yeah we yeah we kept running into that a lot or it's just like well what's it cost well you know costless so okay now let's.,
34:51,34:51,Jamie Hill, let's try something else you know.,
34:53,34:53,Jamie Hill, yeah but.,
34:56,34:56,Beau Newsome," yeah it's too bad I mean there's a million different things, but I do think it could still be thriving today, it was done right for sure yeah one person I just by doing these interviews I kept bringing up scarecrow video.",
35:11,35:11,Beau Newsome, In Seattle.,
35:12,35:12,Jamie Hill, yeah.,
35:12,35:12,Beau Newsome, So I just called one of them and i'm open to do an interview with one of their managers just be like.,
35:17,35:17,Beau Newsome," hey hey, what do you guys do and right, you know.",
35:20,35:20,Beau Newsome, Whatever yeah wrong right thing.,
35:23,35:23,Jamie Hill, they've got a great website.,
35:25,35:25,Beau Newsome," They do, that was the first thing I noticed.",
35:27,35:27,Jamie Hill, was like.,
35:27,35:27,Beau Newsome," Oh, you can see everything they have on their website.",
35:31,35:31,Jamie Hill, yep yeah yeah.,
35:34,35:34,Beau Newsome, It wasn't without trying that we.,
35:37,35:37,Beau Newsome," You know, try to get our stuff online and whatnot but.",
35:40,35:40,Jamie Hill," yeah and I know, for me, too, I mean that was also a big chunk of bias to play from the store as an employee and as a board member, because it was like.",
35:51,35:51,Jamie Hill," i'm trying to here, and if i'm the only one that's trying, then I i'm not gonna I don't have the heart to keep going if it's not going to happen.",
36:00,36:00,Jamie Hill," So that was that was a big part of why I left and and I get in one of those conversations with pat she was like you know this co op like they're gonna have to buy us out on ours, which was the fan right like.",
36:12,36:12,Jamie Hill," The co op but get memberships and as those Members, and then we make payments to the previous owners and slowly by the business, and I know pat had said, like.",
36:22,36:22,Jamie Hill," These videos are ours, we typically own them until you pay for them and worst case scenario, like one of the options is donating them to the kenworthy as a collection and I was like great keep in the back of my mind like not even thinking that whatever remotely.",
36:38,36:38,Jamie Hill," Possible so when it finally did it was like Oh well, that's like six years in the making okay okay.",
36:45,36:45,Beau Newsome," Okay, so you, you had discussed it with pat there.",
36:50,36:50,Jamie Hill, and,
36:50,36:50,Beau Newsome," So how long did you manage, so you said you work for me, probably for about a month, you said.",
36:57,36:57,Jamie Hill, yeah maybe.,
36:58,36:58,Jamie Hill, And then you left.,
36:59,36:59,Jamie Hill, So when when did you leave.,
37:00,37:00,Of.,,
37:02,37:02,Beau Newsome, Like 1415.,
37:04,37:04,Jamie Hill, Do you remember what month.,
37:06,37:06,Jamie Hill, I.,
37:07,37:07,September.,,
37:09,37:09,Beau Newsome, August September.,
37:11,37:11,Jamie Hill," Okay Okay, so I.",
37:15,37:15,Beau Newsome, Without actually I could be wrong.,
37:20,37:20,Jamie Hill, um I wrapped up.,
37:25,37:25,Jamie Hill, January of 16 and then I left.,
37:31,37:31,Jamie Hill," I left employment, and that was so we can focus on that last month was like half four and half employment but that's not really.",
37:40,37:40,Jamie Hill," feasible and so, in order to do all the legal stuff and for the board I left employment plus at the kenworthy.",
37:50,37:50,Jamie Hill," My job was about to double for a little bit while may our executive director went on maternity leave, so I knew I couldn't do her job and my job and manage a video store and beyond the board, and so I stepped away as an employee just to focus on on the part time or gig.",
38:06,38:06,Jamie Hill, Open in January 16.,
38:08,38:08,Beau Newsome, So you were on the call board after you left the video store.,
38:12,38:12,Jamie Hill, yeah.,
38:12,38:12,Beau Newsome, Do you remember who took over was a year into took a need Ben.,
38:15,38:15,Jamie Hill, Ben.,
38:15,38:15,Jamie Hill," And over no so I was, I was one of the founding members and on the Secretary of State paperwork all that stuff um and then I asked Lauretta.",
38:27,38:27,Jamie Hill," campbell's take vice box, so I was very focused when I left the board that I didn't want to just kind of leave it with somebody else who was headstrong so I recruited Lauretta.",
38:39,38:39,Jamie Hill, store wise when I left as an employee in and Ben that they were willing to share the workload at the manager right.,
38:50,38:50,Beau Newsome, yeah Lauretta.,
38:53,38:53,Beau Newsome," kind of was a driving force behind it, as well the Co op.",
39:00,39:00,Beau Newsome, So what.,
39:02,39:02,Beau Newsome, So how long were you on the Co op board.,
39:06,39:06,Jamie Hill," um I was definitely there for over a year, I mean we started those conversations really early and.",
39:16,39:16,Jamie Hill, I don't remember exactly when I left.,
39:18,39:18,Jamie Hill," But I mean we kind of hit this like we were reload we had you know signage up, it was officially Main Street video and.",
39:27,39:27,Jamie Hill," We had started the the owner process of getting you know owners signed up and paying their fees and and all of that, like we were pretty heavily into it at the time I left the board.",
39:38,39:38,Beau Newsome, So that seemed like a realistic possible or number to hit as far as getting customers to pay their.,
39:48,39:48,Jamie Hill," Yes, and no Oh, I think I think the 200 was super feasible and we had a number of different options, so it in chunks and you know one payment a year, you could.",
39:58,39:58,Jamie Hill," pay it four times a year to get it taken care of how like we had so many options, so I think that was really feasible.",
40:04,40:04,Jamie Hill," And I know we've kind of hit around the student he often right because, why would you invest $200 you're only going to be here for a period of time um and that we ended up not going with just to try and get a lot of that capital coming through the door up right.",
40:20,40:20,Jamie Hill, And so I think it was totally doable I think it just kind of reverts back to that when it was OK.,
40:28,40:28,Jamie Hill," let's you know figure out how we're going to mark this let's let's throw a party at the video store to think that the people, the owners, we already have signed up.",
40:37,40:37,Jamie Hill, Well we've got to spend money on the party and we should probably spend money on this and I know my my pitch was if we throw a party that costs 100 bucks we get eight new owners signed up.,
40:50,40:50,Jamie Hill, think we got our hundred bucks back.,
40:54,40:54,Beau Newsome, Right.,
40:56,40:56,Beau Newsome, yeah he was you know kind of big picture stuff we take some.,
41:00,41:00,Beau Newsome," No, you couldn't really first the that stuff that's maybe why some of the owners and.",
41:05,41:05,Beau Newsome, I know we like to do a lot of coupons and we're thrown about but it's you know it was like well how do we know that those coupons are bringing in customers you're like well you you kind of don't but.,
41:17,41:17,Jamie Hill, Right.,
41:18,41:18,Beau Newsome," You gotta you gotta get the word out there, somehow, you know.",
41:21,41:21,Jamie Hill," Right and even if somebody keep on hangs on average for a year, at least they're seeing our name every day.",
41:27,41:27,Beau Newsome, hmm.,
41:27,41:27,You know.,,
41:29,41:29,Beau Newsome," So, in retrospect, is there anything you.",
41:33,41:33,Beau Newsome," Possibly would have done differently, as far as the co op goes.",
41:37,41:37,Jamie Hill," um I probably would have just put my foot down a little harder and said, we are spending this money, this is the marketing that will happen as opposed to just being told, no and going with that and.",
41:50,41:50,Jamie Hill," I would have been far more forceful or I would have said fine let's pull a report date like if we can't make our payments by X date, then.",
42:00,42:00,Jamie Hill," we're done because it was such a just like well we've got time we've got time and that's not really how I work that's not how business to survive, and so I think.",
42:11,42:11,Jamie Hill, Long term yeah I just would have been a lot worse.,
42:14,42:14,Beau Newsome, mm hmm.,
42:17,42:17,Beau Newsome, yeah.,
42:18,42:18,Beau Newsome, me too.,
42:20,42:20,Beau Newsome," But, but I was more.",
42:23,42:23,Beau Newsome, Like you said you were the creative creative part marketing I was more like.,
42:29,42:29,Beau Newsome, let's just focus on the videos are.,
42:32,42:32,Beau Newsome," All this together yeah make sure the movies, that we want are coming in, you know stuff like that I was like.",
42:38,42:38,Jamie Hill, But.,
42:39,42:39,Beau Newsome, I was like I gotta bring people in that know.,
42:41,42:41,Beau Newsome," How to do this stuff and which is one reason we brought you on you know, to help in that department, but.",
42:48,42:48,Jamie Hill, yeah.,
42:49,42:49,Beau Newsome, So the.,
42:51,42:51,Beau Newsome," See, then you left the Co op when it was still together, though.",
42:55,42:55,Jamie Hill, huh okay.,
42:58,42:58,Beau Newsome," And I think, maybe in or Lauretta may have been running it for the Ted chair.",
43:04,43:04,Jamie Hill, I left and monique was the chair.,
43:09,43:09,Jamie Hill, I think and.,
43:13,43:13,Jamie Hill," we'd kind of passed around leadership, a little bit so i'm not really sure who was chair when I left and I recruited Lauretta to join the board at that time and then I know soon after she became Chair of the board.",
43:26,43:26,Beau Newsome," Okay, then you're just full full time kenworthy.",
43:32,43:32,Jamie Hill, yep.,
43:33,43:33,Beau Newsome, How did you learn the video stores closing its doors.,
43:37,43:37,Jamie Hill," And I at work, got a phone call saying.",
43:44,43:44,Jamie Hill, We need to talk about the video store.,
43:47,43:47,Jamie Hill," Basically, and so through our board President I found out that.",
43:54,43:54,Jamie Hill, The store would be closed relatively soon and that the collection will be coming to kenworthy for us to.,
44:00,44:00,Jamie Hill, find the best way to eat that collection entity.,
44:04,44:04,Beau Newsome," Did was that pads idea I mean you guys, you mentioned that you'd pat talked about that.",
44:10,44:10,Jamie Hill," I hadn't been in contact with her for years, so I don't I don't know i'm the official transfer I know her lawyer made the suggestion that that was an often.",
44:22,44:22,Jamie Hill, her lawyer is the board President for the candidate so um I know he had made that suggestion I don't know if.,
44:30,44:30,Jamie Hill," She remembered our conversation and and that came up I don't know you'd have to ask him about all of that, and I just know when I found out the service closing the stores closing in the collection is I mean it can really live until we can find the right way to preserve it.",
44:46,44:46,Beau Newsome, And how to like walk me through how that went like.,
44:52,44:52,Beau Newsome, boxing up the collection getting the collection.,
44:55,44:55,Jamie Hill," So it's all it was really it was all really fast and really, really fast so basically we opened up our front doors and the collection was delivered in U haul boxes, to the kenworthy and they wield them down the street brought them in the front doors park them all over and.",
45:17,45:17,Jamie Hill," We had been closed for about two weeks due to open, and so we had space and we didn't have a reopening date set.",
45:26,45:26,Jamie Hill," And so we actually had we took all of the boxes and lined both aisles of the kind of Ruby we had boxes all over the stage of the kenworthy and all in the area between the seats in that stage and the lobby and then the rolling racks all came still fold movies, just like saran wrap.",
45:45,45:45,Beau Newsome," Oh, really.",
45:46,45:46,Jamie Hill," And they just brought all of it and said here, you go.",
45:50,45:50,"So, and then.",,
45:52,45:52,Jamie Hill," A couple questions like like can we have your point of sale system because I need some kind of organization to start with, and then like can we get the.",
46:04,46:04,Jamie Hill, scratch buffer like CD cleaner thing.,
46:08,46:08,Jamie Hill, There were a couple of other things in the store that I was like we make sure this all stays together but pretty much they just dropped it off and said.,
46:16,46:16,Jamie Hill, Here you go.,
46:17,46:17,Jamie Hill, You are now.,
46:18,46:18,Beau Newsome, In a matter of a couple days you said or one day or.,
46:22,46:22,Jamie Hill, It was about a week.,
46:23,46:23,Jamie Hill, yeah week yeah.,
46:25,46:25,Beau Newsome, Now we're the.,
46:28,46:28,Beau Newsome, CDs in their appropriate cases or was it.,
46:32,46:32,Beau Newsome, The jewel cases and then the display cases.,
46:35,46:35,Jamie Hill," What we got was a box of empty cases a box of jewel cases with DVDs in it, they may or may not be in some numerical order.",
46:45,46:45,Jamie Hill," They may or may not be in some kind of genre order I think when they were popping up I think they went i'll just take this and put it in this box i'll take this and put it in this box um it was not organized in any way, shape or form and so.",
47:01,47:01,Jamie Hill, As we can continue trying to plan how do we preserve this.,
47:05,47:05,Jamie Hill," And what's going to be the most feasible, like the can really does not have a lot of space long term So how do we, how do we make this work for the Community.",
47:13,47:13,Jamie Hill," And our number one goal is like this collection needs to be preserved in the Community, this is moscow's collection, how do we make sure that this remains in Moscow.",
47:23,47:23,Jamie Hill," And, to the best of our ability and our board of directors even talked about what would it look like if we opened a video store that was somehow like the kenworthy Jason.",
47:34,47:34,Jamie Hill," And they asked a lot of numbers about budgets and financing and how to do that, but we just we don't have the space for it.",
47:40,47:40,Jamie Hill, And with the uncertainty of forbid we didn't know how to look forward.,
47:44,47:44,Jamie Hill, And answer some of those questions too so.,
47:48,47:48,Jamie Hill," While all of those conversations were going on, I recruited all of our staff who currently we're waiting to be told when they would have a job again and.",
47:57,47:57,Jamie Hill, They all came in and I did finally get to the point of sale system from the store like at least basically I exported one excel file that listed every single title in the collection.,
48:14,48:14,Jamie Hill," With its genre with its number, and if it was a DVD or vhs.",
48:21,48:21,Beau Newsome, Oh really okay.,
48:22,48:22,Jamie Hill," And so um I export that excel file kind of modified it a little bit on my computer and then we just started, we opened up a box and said this box says it's cult films.",
48:35,48:35,Jamie Hill," Okay, and so we would look at the case of the film and go Okay, this is 30072 and then we go look through all of the jewel cases and find 3007 to make sure they match them together.",
48:49,48:49,Jamie Hill," One done and then that would come to me, so I mean we had this like whole assembly line so basically it would it would start empty cases jewel cases find each other, come to Jamie together.",
49:03,49:03,Jamie Hill," I would put case in disk and then mark it off on the excel like Okay, we have this this is checked in.",
49:12,49:12,Jamie Hill, The excel list with.,
49:15,49:15,Jamie Hill," All of the DVDs and all the vhs is was actually over 40,000.",
49:21,49:21,Jamie Hill," And so, think of those legend titles, because it was broken, you know, like Nash, like most of the seasons were like this is seats and eight, but then like season six was like four different Rentals.",
49:35,49:35,Jamie Hill," And so item by item, there were over 40,000 items.",
49:41,49:41,Jamie Hill," Right and they essentially were all orphaned, and so we had to reunite all of those and then find a way to organize them and keep them in check and.",
49:52,49:52,Jamie Hill, We found some really interesting stuff we found some DVDs that were burned like homemade like somebody burned it on their computer kind of like.,
50:03,50:03,Jamie Hill," I got this copy of like a like coal miner's daughter that I got off the Internet, I made a DVD of it in like an official coal miner DVD case right so it's like.",
50:16,50:16,Jamie Hill, A little sketchy.,
50:18,50:18,Jamie Hill," Some bootlegs yep found a lot of those found a lot of stuff with like you know custom and you'll you'll notice the custom cases that clearly like we didn't have an extra DVD case so somebody printed something out and shove, that and it was like here you go good.",
50:35,50:35,Beau Newsome, photo horrible are horrible printers.,
50:38,50:38,Jamie Hill, laser printer yeah.,
50:40,50:40,Beau Newsome, print out.,
50:41,50:41,Beau Newsome, yeah working.,
50:42,50:42,Beau Newsome," yeah just had to go with it, you know.",
50:44,50:44,Jamie Hill," or a lot where it would be you know again like you think of TV season they'll usually come in a big box, but like seinfeld got put into the little thin cases at some point.",
50:54,50:54,Jamie Hill," And so it was Okay, when do we put each one into one, but some of them would be like you know to rent it you bring up the little thin case but you'd get four discs for it and we only had the one little fit in case but four discs back into so.",
51:11,51:11,Beau Newsome, I know.,
51:12,51:12,Beau Newsome," Like, for instance of friends or game of thrones we would it would come in one box.",
51:18,51:18,Beau Newsome, With seven desks.,
51:19,51:19,Beau Newsome, And we just completely destroy that box to make our displayed box.,
51:26,51:26,Beau Newsome," Right, but as far as putting that disk back in that door.",
51:30,51:30,Jamie Hill," I got to figure out how to put that back together yeah yeah and we did about halfway through the project, I found one U haul box that was just full of like case parts just bits and pieces of those like this has been cut open but somebody saved like the edge of it.",
51:50,51:50,Beau Newsome, hey you never know I guess when you're done.,
51:51,51:51,Jamie Hill, yeah.,
51:52,51:52,Beau Newsome, There was a lot wow that sounds.,
51:55,51:55,Jamie Hill, That.,
51:56,51:56,Beau Newsome, sounds like a nightmare.,
51:58,51:58,Jamie Hill, little bit yeah.,
51:58,51:58,Jamie Hill, How long did that.,
52:00,52:00,Beau Newsome, whole process take.,
52:02,52:02,Jamie Hill, So we got.,
52:04,52:04,Jamie Hill, Just to get them organs.,
52:05,52:05,Beau Newsome, Correct.,
52:06,52:06,Jamie Hill," We got the collection delivered in those boxes, the last week March, we did not have everything sorted and put into its proper cases until Sep tember.",
52:21,52:21,Beau Newsome," Okay, and then wow.",
52:25,52:25,yeah.,,
52:26,52:26,Beau Newsome," So, having the.",
52:31,52:31,Beau Newsome," Getting the computer system helped quite a bit, obviously.",
52:36,52:36,Jamie Hill, i'm yes.,
52:37,52:37,Jamie Hill," or no so once I had turned it into an excel sheet and manipulated, a little bit, and there was definitely stuff that I could you know okay i've got 3007 to.",
52:49,52:49,Jamie Hill," Type it into my thing and it pop up like oh it's this movie great mark off that we have that great, but then sometimes you'd pull one open and be like Oh, this should be the room, but really it's homeward bound.",
53:01,53:01,Jamie Hill," And you'd be like okay so, then you search for homeward bound and you go find that number and it's got some third movie in it.",
53:08,53:08,Jamie Hill," So you kind of have to go into circles, so it was like helpful to have an idea of what should be there and that list that exported from the system also didn't say what was rented out and what wasn't.",
53:21,53:21,Jamie Hill," Oh so for about a month, we had a box just inside the Ken where the door that was like drop your movies here.",
53:29,53:29,Beau Newsome, So was there a sign down at the video store saying return.,
53:33,53:33,Beau Newsome, Take it.,
53:34,53:34,Jamie Hill, Take it down the street yeah and we we did get and we probably got a couple hundred back for sure that's which was nice Thank you Moscow for kindly returning your stuff.,
53:45,53:45,yeah.,,
53:47,53:47,Jamie Hill, or I got like monique.,
53:48,53:48,Jamie Hill," reached out to me and said hey I have these two Rentals and i'm i'm willing to bring one back, but i'll buy the other one, if I can like can I can I keep it, how can I get the case like, how can we work this out so.",
54:02,54:02,Jamie Hill, For the most part they came back looks good.,
54:05,54:05,Beau Newsome, yeah cuz I mean it was hard enough when the video so we're just running smoothly to keep one things in order keep them in the right cases.,
54:16,54:16,Beau Newsome," yeah getting them read people to return them, you know I can't imagine once that's all blown up.",
54:23,54:23,Beau Newsome, That sucks.,
54:24,54:24,Beau Newsome, yeah the extreme task to ask.,
54:26,54:26,Jamie Hill, And some of the stuff.,
54:28,54:28,Jamie Hill, You know even like it once it's in the video store and catalog there's no real.,
54:34,54:34,Jamie Hill," Time or ability to like go through the store and and verify what's on the shelves, and so we would find stuff that probably hadn't been rented out in who knows how long.",
54:45,54:45,Jamie Hill, or we'd find DVDs that like we'd open up jewel case and it was just broken into three pieces and it was like.,
54:53,54:53,Jamie Hill," Okay, that didn't happen for moving it down the street, because we just moved thousands of fees and refined so who knows how long it, you know somebody popped it back into the case and it broke, and they just didn't notice or.",
55:05,55:05,Jamie Hill, Though there was a lot of.,
55:08,55:08,Jamie Hill," A lot of the excel spreadsheet became just its own sheet of like broken missing doesn't exist, what the heck is this.",
55:18,55:18,Beau Newsome, wow.,
55:20,55:20,Beau Newsome, yeah no idea.,
55:22,55:22,Jamie Hill, And the question of what to do if you get like seinfeld you've got seasons.,
55:26,55:26,Jamie Hill, or dislike 1234 you look it up and you're like i've got 134.,
55:33,55:33,Jamie Hill, Wait.,
55:34,55:34,Beau Newsome," What do you do that, and we were season two yeah.",
55:37,55:37,Beau Newsome, yeah no.,
55:38,55:38,Jamie Hill, it'd be like that's not really worth.,
55:40,55:40,Jamie Hill, This too yeah yeah.,
55:43,55:43,Beau Newsome, um so so once you got everything organized.,
55:48,55:48,Beau Newsome, Did you get probably had some empty shells that you had to get rid of that they brought him in on.,
55:54,55:54,Jamie Hill, We had all of the whites rolling shells.,
55:57,55:57,Jamie Hill, Throwing we actually yeah we use those racks.,
56:01,56:01,Jamie Hill," Until the project was finished, and that was became a really vital part of our kind of organization and especially as we downsized it was like this rack is for sorting and this rack is like we don't know where these winds and this rack is that I don't know Jamie I hell okay.",
56:17,56:17,Beau Newsome," So, but there was a basically at that point you're like we gotta start selling some of these right, because then Kennedy did a big big sale.",
56:27,56:27,Jamie Hill," The sale was kind of our last ditch resort so before that was ever even an option, and like I said, our number one focus was like, how do we maintain this for the Community and preserve this collection.",
56:41,56:41,Jamie Hill," If we would have had the space, we would have kept 40,000 titles, but we didn't.",
56:47,56:47,Jamie Hill, So we reached out to nonprofits we reached out to classrooms.,
56:50,56:50,Jamie Hill," and places that we knew could utilize those pieces of the collection, better than we could you know I think I took 150 family friendly movies across the streets play our every Center.",
57:06,57:06,Jamie Hill, And I know we had over 60 DVDs end up in classrooms.,
57:10,57:10,Jamie Hill, So it was really just a matter of like what can we do to make sure that the stays as complete as possible and then it's like remotely accessible.,
57:21,57:21,Jamie Hill, We recently saw county library and said.,
